cislo;cislo_vyr;zkratka;skupina;nazev;s_jednotky;s_dodavatel;dodavatel;dopl_udaj_zb;dopl_u1_udaj;dopl_u1_kusu;dopl_u1_kod;dopl_u2_udaj;dopl_u2_kusu;dopl_u2_kod;dopl_u3_udaj;dopl_u3_kusu;dopl_u3_kod;dopl_u4_udaj;dopl_u4_kusu;dopl_u4_kod;dopl_u5_udaj;dopl_u5_kusu;dopl_u5_kod;dopl_u6_udaj;dopl_u6_kusu;dopl_u6_kod;dopl_u7_udaj;dopl_u7_kusu;dopl_u7_kod;dopl_u8_udaj;dopl_u8_kusu;dopl_u8_kod;dopl_u9_udaj;dopl_u9_kusu;dopl_u9_kod;dopl_u10_udaj;dopl_u10_kusu;dopl_u10_kod;cena_n_prum;cena_n_posl;sazba_dph;dph_r;s_dph;cena_p1;cena_p1_dph;dph_p1;cena_p2;cena_p2_dph;dph_p2;cena_p3;cena_p3_dph;dph_p3;cena_p4;cena_p4_dph;dph_p4;oznaceni;cis_pozn;hmotnost;kusu;kusu_rezer;kusu_pozad;kusu_balen;min_zas;max_zas;typ_pol;spraz_pol;sp_typ_pol;sp_cislo;sp_kod;sp_skupina;sp_zkratka;sp_nazev;sp_s_jednotky;sp_mnozstvi;sp_prijimat;sp_t_slev_c_saz;sp_h_slev_c_saz;sp_c_slev_c_saz;sp_polozka_nazev;sp_polozka_cena_n;sp_polozka_dph;sp_polozka_cena_p1;sp_polozka_cena_p1_dph;sp_polozka_dph_p1;sp_polozka_cena_p2;sp_polozka_cena_p2_dph;sp_polozka_dph_p2;sp_polozka_cena_p3;sp_polozka_cena_p3_dph;sp_polozka_dph_p3;sp_polozka_cena_p4;sp_polozka_cena_p4_dph;sp_polozka_dph_p4;sp_polozka_rezerva;sp_polozka_rezerva2;sp_polozka_kusu;sp_polozka_kusu_rezer;sp_polozka_kusu_pozad;sp_polozka_kusu_balen;sp_polozka_hmotnost;sp_polozka_oznaceni;sp_polozka_kdy_bude;sp_polozka_souct_udaj;cis_podskl;do_i_obchodu;int_obchod_popis_adr;int_obchod_popis_soub;int_obchod_obrazek_adr;int_obchod_obrazek_soub;int_obchod_vyrobce;int_obchod_perex;int_obchod_kategorie;int_obchod_poradi;int_obchod_nove;int_obchod_akce;int_obchod_tip;k_cena_jedn;n_cena_jedn;vyr_cisla;souct_udaj;slevy_pc;vazena_polozka;rezerva;recykl_prisp;recykl_prisp_dph;recykl_prisp_pouziti;Unnamed: 127;cena;jednotka
315;fin102;Skř.C52 50x57;VODA;C52 skříň násť.hydrantu 50x57x21cm;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;524.32;524.32;1;0.21;21.0;655.372;793.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;535.041;647.4;0.21;1.0;200;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
34;vv129;Spoj.C52 had.AL;VODA;C52 spojka hadicová AL;pár;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126.42;126.42;1;0.21;21.0;158.017;191.2;0.21;0.0;0.0;0.21;0.0;0.0;0.21;129.008;156.1;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
35;vv119;Spoj.C52 pev.AL;VODA;C52 spojka pevná AL;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69.58;69.58;1;0.21;21.0;86.942;105.2;0.21;0.0;0.0;0.21;0.0;0.0;0.21;70.992;85.9;0.21;;0;0.0;-5;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
321;soch012;Těs.sp.C52 MANŽ;ND VODA;C52 těsnění pryžové/manžeta spojky;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.08;6.08;1;0.21;21.0;7.603;9.2;0.21;0.0;0.0;0.21;0.0;0.0;0.21;6.198;7.5;0.21;1.0;220;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
565;02565002;Těs.spoj.C52 PL;ND VODA;C52 těsnění pryžové/ploché spojky;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5;4.5;1;0.21;21.0;5.62;6.8;0.21;0.0;0.0;0.21;0.0;0.0;0.21;4.38;5.3;0.21;1.0;790;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
44;vv121;Víčko C52 AL;VODA;C52 víčko tlakové zaslepovací AL;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.0;59.0;1;0.21;21.0;73.719;89.2;0.21;0.0;0.0;0.21;0.0;0.0;0.21;57.851;70.0;0.21;;30;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
507;xx;Zámek skř. C52;VODA;C52 zámek skříňě hydrant. 50x57;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.0;60.0;1;0.21;21.0;83.967;101.6;0.21;0.0;0.0;0.21;0.0;0.0;0.21;58.76;71.1;0.21;1.0;460;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
543;02543000;Cvičný VS5;HP;Cvičný přístroj VS5;ks;HASTEX a HASPR spol. s r.o.;7.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1100.0;1100.0;1;0.21;21.0;1300.0;1573.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
568;ReAl DN19/20;HSD19/20 ALBECO;VODA;D19/20m ReAl hydrantový systém;ks;Albeco s.r.o.;943.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3690.0;3690.0;1;0.21;21.0;5600.0;6776.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;6200.0;7502.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
557;svv101 / (110);H.sys.D19/20 PH;VODA;D19/20m hydrantový systém P a H;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5580.0;5580.0;1;0.21;21.0;6696.033;8102.2;0.21;0.0;0.0;0.21;0.0;0.0;0.21;6200.0;7502.0;0.21;;710;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
558;svv102;H.sys.D19/30 PH;VODA;D19/30m hydrantový systém P a H;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6210.0;6210.0;1;0.21;21.0;7451.983;9016.9;0.21;0.0;0.0;0.21;0.0;0.0;0.21;6900.0;8349.0;0.21;;720;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
415;;PREVENT D25;VODA;D25 - Ochrana hadic PREVENT;ks;PREVENT s.r.o.;991.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181.7;181.7;1;0.21;21.0;232.893;281.8;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.2;0;0;0;0;5;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
312;02312002;Klíč servisní;ND VODA;D25 - klíč servisní  HASIL;ks;HASIL a.s.;654.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.0;70.0;1;0.21;21.0;89.669;108.5;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
122;02122007;Pero spoj.D25;ND VODA;D25 - pero ocelové spojky;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;1;0.21;21.0;2.562;3.1;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
42;02420004;Dvířka skř.D25;ND VODA;D25 dvířka k hydrantové skříni;ks;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;100.0;1;0.21;21.0;128.182;155.1;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
521;hvv039;Had.D25 hydr.AL;VODA;D25 hadice HYDRANT / spoj AL;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630.0;630.0;1;0.21;21.0;787.521;952.9;0.21;0.0;0.0;0.21;0.0;0.0;0.21;700.0;847.0;0.21;2.0;550;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
287;hvv038;Had.D25 hydr.KO;VODA;D25 hadice HYDRANT / spoj PVC;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;612.0;612.0;1;0.21;21.0;765.041;925.7;0.21;0.0;0.0;0.21;0.0;0.0;0.21;680.0;822.8;0.21;2.0;170;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
528;03.02.01;Had.D25 hydr.AL;VODA;D25 hadice POŽÁR / AL - ZIFIRE;ks;IDEAL SPACE s.r.o.;1476.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;549.0;549.0;1;0.21;21.0;736.529;891.2;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;2.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
308;hvv009;Had.D25 zás. P;VODA;D25 hadice ZÁSAH / spojka AL;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;648.0;648.0;1;0.21;21.0;810.0;980.1;0.21;0.0;0.0;0.21;0.0;0.0;0.21;720.0;871.2;0.21;2.0;180;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
98;insm033;Hydrant D25 mos;VODA;D25 hydrant/kohout mosaz/bez spoj.;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;161.5;161.5;1;0.21;21.0;201.901;244.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;179.256;216.9;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
26;w106;Hydrant D25 mos;VODA;D25 hydrant/kohout mosaz/spoj AL;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;219.52;219.52;1;0.21;21.0;274.38;332.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;223.967;271.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
18;vv117;Proud.D25 kombi;VODA;D25 proudnice kombi./spoj.AL/pr.10;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;167.58;167.58;1;0.21;21.0;209.504;253.5;0.21;0.0;0.0;0.21;0.0;0.0;0.21;170.992;206.9;0.21;;10;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
559;vv124;Proud.D25 kombi;VODA;D25 proudnice kombi./spoj.PVC/pr.6;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148.2;148.2;1;0.21;21.0;187.19;226.5;0.21;0.0;0.0;0.21;0.0;0.0;0.21;152.893;185.0;0.21;;730;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
17;vv121;Proud.D25 pevná;VODA;D25 proudnice přímá/spojka PVC/pr 5;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.72;62.72;1;0.21;21.0;78.43;94.9;0.21;0.0;0.0;0.21;0.0;0.0;0.21;63.967;77.4;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
499;02499000;Sklo skř.GEOS;ND VODA;D25 sklo PVC skříně GEOS;ks;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;230.0;230.0;1;0.21;21.0;294.132;355.9;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;420;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
483;fin101;Skř.D25 46x46 P;VODA;D25 skříň hydrantová 46x46x11cm;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;465.5;465.5;1;0.21;21.0;581.901;704.1;0.21;0.0;0.0;0.21;0.0;0.0;0.21;475.041;574.8;0.21;;430;0.0;0;0;0;0;1;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
32;met029;Spoj.D25 had.AL;VODA;D25 spojka hadicová AL;pár;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87.22;87.22;1;0.21;21.0;109.008;131.9;0.21;0.0;0.0;0.21;0.0;0.0;0.21;89.008;107.7;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
502;vv126;Spoj.D25 hadPVC;VODA;D25 spojka hadicová PVC;pár;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65.0;65.0;1;0.21;21.0;81.24;98.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;63.719;77.1;0.21;;440;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
503;met026;Spoj.D25 pev.AL;VODA;D25 spojka pevná AL;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.0;54.0;1;0.21;21.0;67.521;81.7;0.21;0.0;0.0;0.21;0.0;0.0;0.21;52.893;64.0;0.21;;450;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
33;vv127;Spoj.D25 pevPVC;VODA;D25 spojka pevná PVC;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.05;37.05;1;0.21;21.0;47.769;57.8;0.21;0.0;0.0;0.21;0.0;0.0;0.21;39.008;47.2;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
125;02125008;Těs.sp.D25 MANŽ;ND VODA;D25 těsnění pryžové/manžeta spojky;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.6;5.6;1;0.21;21.0;7.025;8.5;0.21;0.0;0.0;0.21;0.0;0.0;0.21;5.455;6.6;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
563;02563008;Těs.sp.D25 PL;ND VODA;D25 těsnění pryžové/ploché spojky;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;1;0.21;21.0;4.38;5.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;3.471;4.2;0.21;;770;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
320;vv130;Víčko D25 KOM;VODA;D25 víčko tlakové PVC;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0;44.0;1;0.21;21.0;55.041;66.6;0.21;0.0;0.0;0.21;0.0;0.0;0.21;43.14;52.2;0.21;2.0;210;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
570;ReAl DN25/20;HSD25/20 ALBECO;VODA;D25/20m ReAl hydrantový systém;ks;Albeco s.r.o.;943.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3590.0;3590.0;1;0.21;21.0;5600.0;6776.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;900;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
560;svv011 / (007);H.sys.D25/20sPH;VODA;D25/20m hydr.systém P a H /sklo;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6120.0;6120.0;1;0.21;21.0;7343.967;8886.2;0.21;0.0;0.0;0.21;0.0;0.0;0.21;6800.0;8228.0;0.21;;740;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
457;svv002 / (006);H.sys.D25/20 PH;VODA;D25/20m hydrantový systém P a H;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5850.06;5850.06;1;0.21;21.0;7020.0;8494.2;0.21;0.0;0.0;0.21;0.0;0.0;0.21;6500.0;7865.0;0.21;;350;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
569;ReAl DN25/30;HSD25/30 ALBECO;VODA;D25/30m ReAl hydrantový systém;ks;Albeco s.r.o.;943.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3690.0;3690.0;1;0.21;21.0;5600.0;6776.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;6200.0;7502.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
561;svv012;H.sys.D25/30sPH;VODA;D25/30m hydr. systém P a H sklo;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6750.0;6750.0;1;0.21;21.0;8100.0;9801.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;7500.0;9075.0;0.21;;750;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
556;svv004;H.sys.D25/30 PH;VODA;D25/30m hydrantový systém P a H;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6480.0;6480.0;1;0.21;21.0;7776.033;9409.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;7200.0;8712.0;0.21;;700;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
529;svv311;H.sys.D33/pěna;VODA;D33/30m pěnotv.hydrantový systém PH;ks;Pavliš a Hartmann spol. s r.o.;582.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25960.33;25960.33;1;0.21;21.0;32450.0;39264.5;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;940;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
422;02422008;Deka 1x1m;ostatní;Deka hasicí 1 x 1m;ks;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132.0;132.0;1;0.21;21.0;198.017;239.6;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
421;02421001;Deka 1,2x1,8m;ostatní;Deka hasicí 1,2 x 1,8m;ks;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300.0;300.0;1;0.21;21.0;450.0;544.5;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
121;330000000436;Detektor CO SFT;ČIDLO;Detektor CO - SFT-111-LCD;ks;HASTEX a HASPR spol. s r.o.;7.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;365.0;275.0;1;0.21;21.0;385.0;465.85;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
572;330000000956;Detektor CO HH;ČIDLO;Detektor CO GS819 HH (život.10let);ks;HASTEX a HASPR spol. s r.o.;7.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;405.0;405.0;1;0.21;21.0;486.0;588.06;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
184;02184005;Drát CU 0.28;ostatní;Drát CU V155-0.28-L-OL;kg;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120.85;120.85;1;0.21;21.0;154.628;187.1;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
296;02296005;Drž.-obj.S6 KOD;ND HP;Držadlo - objímka S6;ks;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1;0.21;21.0;86.116;104.2;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
