cislo;cislo_vyr;zkratka;skupina;nazev;s_jednotky;s_dodavatel;dodavatel;dopl_udaj_zb;dopl_u1_udaj;dopl_u1_kusu;dopl_u1_kod;dopl_u2_udaj;dopl_u2_kusu;dopl_u2_kod;dopl_u3_udaj;dopl_u3_kusu;dopl_u3_kod;dopl_u4_udaj;dopl_u4_kusu;dopl_u4_kod;dopl_u5_udaj;dopl_u5_kusu;dopl_u5_kod;dopl_u6_udaj;dopl_u6_kusu;dopl_u6_kod;dopl_u7_udaj;dopl_u7_kusu;dopl_u7_kod;dopl_u8_udaj;dopl_u8_kusu;dopl_u8_kod;dopl_u9_udaj;dopl_u9_kusu;dopl_u9_kod;dopl_u10_udaj;dopl_u10_kusu;dopl_u10_kod;cena_n_prum;cena_n_posl;sazba_dph;dph_r;s_dph;cena_p1;cena_p1_dph;dph_p1;cena_p2;cena_p2_dph;dph_p2;cena_p3;cena_p3_dph;dph_p3;cena_p4;cena_p4_dph;dph_p4;oznaceni;cis_pozn;hmotnost;kusu;kusu_rezer;kusu_pozad;kusu_balen;min_zas;max_zas;typ_pol;spraz_pol;sp_typ_pol;sp_cislo;sp_kod;sp_skupina;sp_zkratka;sp_nazev;sp_s_jednotky;sp_mnozstvi;sp_prijimat;sp_t_slev_c_saz;sp_h_slev_c_saz;sp_c_slev_c_saz;sp_polozka_nazev;sp_polozka_cena_n;sp_polozka_dph;sp_polozka_cena_p1;sp_polozka_cena_p1_dph;sp_polozka_dph_p1;sp_polozka_cena_p2;sp_polozka_cena_p2_dph;sp_polozka_dph_p2;sp_polozka_cena_p3;sp_polozka_cena_p3_dph;sp_polozka_dph_p3;sp_polozka_cena_p4;sp_polozka_cena_p4_dph;sp_polozka_dph_p4;sp_polozka_rezerva;sp_polozka_rezerva2;sp_polozka_kusu;sp_polozka_kusu_rezer;sp_polozka_kusu_pozad;sp_polozka_kusu_balen;sp_polozka_hmotnost;sp_polozka_oznaceni;sp_polozka_kdy_bude;sp_polozka_souct_udaj;cis_podskl;do_i_obchodu;int_obchod_popis_adr;int_obchod_popis_soub;int_obchod_obrazek_adr;int_obchod_obrazek_soub;int_obchod_vyrobce;int_obchod_perex;int_obchod_kategorie;int_obchod_poradi;int_obchod_nove;int_obchod_akce;int_obchod_tip;k_cena_jedn;n_cena_jedn;vyr_cisla;souct_udaj;slevy_pc;vazena_polozka;rezerva;recykl_prisp;recykl_prisp_dph;recykl_prisp_pouziti;Unnamed: 127;cena;jednotka
309;02309002;Drž. DELTA;ND HP;Držák Delta W+PG;ks;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;25.0;1;0.21;21.0;45.455;55.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
276;0240063049008;Drž. W+PG NEU;ND HP;Držák Delta W+PG NEURUPPIN;ks;PYROSERVIS a.s.;176.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.7;48.7;1;0.21;21.0;62.397;75.5;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
263;TF05007;Drž.P1,PG1 TEPO;ND HP;Držák P1Tlm,PG1L/Le/Lx;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.0;60.0;1;0.21;21.0;76.86;93.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
340;02340005;Drž.P6Pa/P6TlmA;ND HP;Držák P6Pa/P6Tlm - automobilní;ks;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1;0.21;21.0;112.81;136.5;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
338;02338002;Drž.P6Pa/P6TlmK;ND HP;Držák P6Pa/P6Tlm - krátký;ks;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;20.0;1;0.21;21.0;61.488;74.4;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
341;02341002;Drž.PG6Hi Autom;ND HP;Držák PG-6Hi - automobilní;ks;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1;0.21;21.0;87.107;105.4;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
278;0240200197005;Drž.PG2L NEU;ND HP;Držák PG2L Hi NEURUPPIN;ks;PYROSERVIS a.s.;176.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1;0.21;21.0;81.983;99.2;0.21;67.19;81.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
271;TF05003;Drž.PG2 TEPO;ND HP;Držák PG2L/Le;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.13;57.13;1;0.21;21.0;83.306;100.8;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
273;TF05020N/K;Drž.PG4 TEPO;ND HP;Držák PG4(6)L/Le (nád.krátký);ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.75;8.75;1;0.21;21.0;44.876;54.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
265;TF05019AUT/A;Drž.PG4/A TEPO;ND HP;Držák PG4L/Le automob. (nádob);ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;100.0;1;0.21;21.0;128.182;155.1;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
274;TF05019AUT/V;Drž.PG4/A TEPO;ND HP;Držák PG4L/Le automob. (vent.);ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;100.0;1;0.21;21.0;128.182;155.1;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
261;TF05006AUT/A;Drž.PG6/A TEPO;ND HP;Držák PG6L/Le automob. (nád);ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110.0;110.0;1;0.21;21.0;140.992;170.6;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
262;TF05006AUT/V;Drž.PG6/A TEPO;ND HP;Držák PG6L/Le automob. (vent.);ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110.0;110.0;1;0.21;21.0;140.992;170.6;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
275;02275000;Drž.S1,5 KOD;ND HP;Držák S1,5 Kodreta;ks;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1;0.21;21.0;61.488;74.4;0.21;50.413;61.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
279;02279008;Drž.S1,5,2 H/H;ND HP;Držák S1,5,2 H/H, KOVO;ks;HASTEX a HASPR spol. s r.o.;7.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1;0.21;21.0;66.612;80.6;0.21;54.628;66.1;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
280;02280004;Drž.S5,6 H/H;ND HP;Držák S5,6 H/H, H/H, KOVO;ks;HASTEX a HASPR spol. s r.o.;7.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1;0.21;21.0;25.62;31.0;0.21;20.992;25.4;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
281;02281001;Drž.S6 KOD;ND HP;Držák S6 Kodreta;ks;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1;0.21;21.0;15.372;18.6;0.21;12.645;15.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
264;TF05020V;Drž.4,6,8 TEPO;ND HP;Držák V8,PG4,6L/le (vent.);ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0;35.0;1;0.21;21.0;43.967;53.2;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
272;TF05020N/D;Drž.PG6,V8 TEPO;ND HP;Držák V8,PG6L/Le,PP6Le (nád.dlouhý);ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0;35.0;1;0.21;21.0;44.876;54.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
339;02339009;Drž.V8Pa dlouhý;ND HP;Držák V8Pa - dlouhý;ks;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;25.0;1;0.21;21.0;66.612;80.6;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
336;02336008;Drž.V9 Kovosluž;ND HP;Držák V9 Kovoslužba;ks;Kovoslužba hasicí;570.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.0;60.0;1;0.21;21.0;76.86;93.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
277;02277004;Drž.V9L/LE TEPO;ND HP;Držák V9L/LE TEPOSTOP;ks;HASTEX a HASPR spol. s r.o.;7.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0;50.0;1;0.21;21.0;62.479;75.6;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
498;02498003;Drž.V9 H/H;ND HP;Držák V9T (ventil) H/H - černý;ks;HASTEX a HASPR spol. s r.o.;7.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0;50.0;1;0.21;21.0;62.479;75.6;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;1.0;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
496;02496009;Držák spreje;HP;Držák hasicího spreje PYROCOM;ks;PYROCOM a.s.;1275.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;22.0;1;0.21;21.0;27.769;33.6;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
116;2PA64378;Držák ventilu;ND HP;Držák ventilu P6,V8Pa, P6Tlm;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;15.0;1;0.21;21.0;19.256;23.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
93;TA63004;Držák ventilu;ND HP;Držák ventilu PG4,6,V8L;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;15.0;1;0.21;21.0;19.256;23.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
160;02001005;EBUR V9;ND HP;EBUR 3042-1 prům. 23M10x1x12 V9;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.0;75.0;1;0.21;21.0;96.116;116.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;670;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
69;211009/I;EBUR PG1,2L;ND HP;EBUR EB101/M10x1x12,5 PG1,2L;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.0;75.0;1;0.21;21.0;96.116;116.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
66;211005/I;EBUR PG4,6L;ND HP;EBUR EB101/M10x1x12,5 PG4,6L;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77.5;77.5;1;0.21;21.0;96.116;116.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
68;02010137;EBUR V8L/V9LE;ND HP;EBUR EB101/M10x1x12,5 V8L,V9LE;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.0;75.0;1;0.21;21.0;96.116;116.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;70;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
375;02375007;Had.T6H;ND HP;Hadice T6H;ks;ESTO Cheb s.r.o.;6.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318.5;318.5;1;0.21;21.0;408.182;493.9;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
253;TF05018;Had.V8L/Le TEPO;ND HP;Hadice V8L/Le;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.0;60.0;1;0.21;21.0;76.86;93.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
406;02406008;Had.V8PA TEPO;ND HP;Hadice V8PA;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65.0;65.0;1;0.21;21.0;83.306;100.8;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
432;02432007;Had.V9LE TEPO;ND HP;Hadice V9LE TEPOSTOP;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65.0;65.0;1;0.21;21.0;83.306;100.8;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
523;02523002;Had.V9T/Ti H/H;ND HP;Hadice V9T/Ti HASTEX;ks;HASTEX a HASPR spol. s r.o.;7.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88.0;88.0;1;0.21;21.0;110.0;133.1;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
108;140002020008;Had.S30 10/12;ND HP;Hadice k S2x30 / S4x30 10(12)m;ks;HASTEX a HASPR spol. s r.o.;7.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1827.0;1827.0;1;0.21;21.0;2398.017;2901.6;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
118;02118000;Had.S30 5/6;ND HP;Hadice k S30 5(6)m;ks;HASTEX a HASPR spol. s r.o.;7.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1150.0;1150.0;1;0.21;21.0;1473.719;1783.2;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
505;160001020020;Had.P50T (4m);ND HP;Hadice poj. HP P50T - délka 4m;ks;HASTEX a HASPR spol. s r.o.;7.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1150.0;1150.0;1;0.21;21.0;1495.041;1809.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
209;0240550314008;Had.PG6 NEU;ND HP;Hadice s pistolí PG6Hi1 NEURUPPIN;ks;PYROSERVIS a.s.;176.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;257.36;257.36;1;0.21;21.0;329.835;399.1;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
413;;Had.PG6 NEU rep;ND HP;Hadice s pistolí PG6Hi1 NEURUPPIN R;ks;PYROSERVIS a.s.;176.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1;0.21;21.0;205.041;248.1;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
403;40550234R;Had.W6,10 NEU-R;ND HP;Hadice s pistolí W6,10 Hi NEU-REP.;ks;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1;0.21;21.0;205.041;248.1;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;280;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
208;0240550234009;Had.W6,10 NEU;ND HP;Hadice s pistolí W6,10 Hi NEURUPPIN;ks;PYROSERVIS a.s.;176.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;223.54;223.54;1;0.21;21.0;329.504;398.7;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
251;2PF05065;Had.P6Tlm,Pa;ND HP;Hadice sestav.P6Tlm,P6Pa;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.0;40.0;1;0.21;21.0;51.24;62.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
250;TF05004L;Had.PG6L TEPO;ND HP;Hadice sestav.PG6L;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.5;52.5;1;0.21;21.0;67.273;81.4;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
252;TF05004LE;Had.PG6Le TEPO;ND HP;Hadice sestav.PG6Le;ks;TEPOSTOP spol. s r.o.;50.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.5;52.5;1;0.21;21.0;67.273;81.4;0.21;0.0;0.0;0.21;0.0;0.0;0.21;0.0;0.0;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
510;0251000210009;Had.6P KT;ND HP;Hadice sestavená 6P KT KOVOSLUŽBA;ks;HASTEX a HASPR spol. s r.o.;7.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.5;52.5;1;0.21;21.0;70.496;85.3;0.21;0.0;0.0;0.21;0.0;0.0;0.21;70.496;85.3;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
467;02467009;Had.P6T;ND HP;Hadice sestavená P6T /Te;ks;HASTEX a HASPR spol. s r.o.;7.0;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.5;52.5;1;0.21;21.0;67.273;81.4;0.21;0.0;0.0;0.21;0.0;0.0;0.21;67.273;81.4;0.21;;0;0.0;0;0;0;0;0;0;Z;False;O;;;;;;ks;1.0;True;N;0;D0;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;;;;;;;;;;;;0.0;;N;0.0;A;;;;;;;;
